embedding_x,embedding_y
22.089552,10.726174
13.301475,11.770475
-10.105432,5.2083
14.006538,11.137933
3.6680496,8.702589
11.208316,14.468954
19.26183,-8.896906
-0.006464195,18.497
0.085016675,12.615402
15.131191,10.397758
-0.08977528,18.581696
9.955211,14.88372
13.513257,9.786614
-6.902007,5.0990553
21.323309,1.8171805
14.66441,10.677949
-0.044617884,18.524826
5.334051,-18.835104
5.7033806,-12.597041
21.332996,1.8022559
5.837513,-18.66529
-0.40905917,13.505306
21.296364,1.8373374
20.230896,-11.9716
11.759541,9.638745
20.837343,-11.541765
11.107276,13.884867
5.6832986,-12.5896225
10.222011,15.06493
-6.3681383,5.105134
20.19683,-11.920885
1.2859722,8.548404
12.520416,11.751337
-6.986528,4.651745
-5.452348,-3.8732743
15.180857,-3.1454377
13.283894,-12.367846
-2.2563686,3.2070415
12.70107,12.213367
17.107168,4.369025
-0.05212307,18.524008
0.3064611,12.862217
14.5300455,10.667031
0.13169388,8.157189
7.035664,-10.649425
-1.1315756,-0.851214
6.6369295,0.21018489
5.1511717,-0.3461905
6.920341,10.605055
-4.7532196,14.261876
0.120322816,8.148698
13.639852,9.65966
-4.753296,14.261856
20.265442,1.2444569
6.0818996,-12.01299
5.680818,-12.586422
15.102022,10.33236
9.841946,4.179251
3.0697615,19.96355
10.407659,4.376891
11.466337,12.809343
7.299598,6.730129
7.4851294,6.691648
-7.2331996,4.9368854
15.211882,10.303819
15.218818,10.299535
9.955767,14.902327
10.593901,-16.480574
7.134309,6.4582872
16.034206,13.000204
3.3793344,9.050463
16.056982,13.023179
-7.297358,4.992734
6.9393487,10.603182
11.103536,13.950244
12.002962,14.53281
-0.6600605,19.236488
1.0271981,14.222853
13.396376,9.852924
5.4806857,-18.094028
11.426011,-12.299128
15.243588,10.27439
-1.5628868,2.4856255
10.987901,13.7888775
5.906735,-5.0119658
5.289745,6.4650803
2.68188,-7.6139503
3.8815985,9.951371
8.036841,5.785516
14.665029,10.544331
-1.1940565,3.3096256
11.876351,10.006244
-0.21458127,12.604703
12.50882,11.73681
15.12883,10.391978
13.916249,10.081049
9.911247,4.164542
11.975019,12.924362
11.87406,9.898968
10.071164,14.983543
12.735479,9.979571
16.728947,-14.809527
13.4952545,9.692903
13.360138,9.833994
13.468642,11.523992
0.43883577,12.736412
13.540542,9.684538
10.723206,10.131018
10.769563,10.134517
17.652979,-4.6403646
14.592121,10.5124855
21.559532,11.380577
17.37963,4.3462143
1.8933431,8.357141
1.5106666,14.088525
13.797471,9.935163
-1.5183234,2.4913282
-4.896648,-3.9617715
-1.1885886,3.3036354
7.1677165,6.4171014
9.176219,4.664016
10.783125,-8.376225
10.991776,13.78777
12.536475,11.138897
10.679428,10.153979
12.016894,12.857368
5.901215,-18.668928
10.828748,10.116476
10.165194,15.074068
5.1116843,-0.33456886
2.9939237,7.684904
0.2735808,8.262968
14.01947,11.103595
13.469251,9.8180895
6.487636,7.035104
7.5029125,6.417368
-9.61539,-3.42992
-9.32159,5.191423
13.484238,9.797963
-7.390833,3.9141345
11.9664,12.854159
11.013149,13.819803
0.13742751,18.51085
16.013603,12.979597
10.670814,10.19098
13.781975,9.994726
-0.63861203,19.224346
0.60068154,14.386259
0.13999781,12.557348
3.7275436,10.26943
11.253097,10.040849
14.551316,10.717292
10.431306,4.184861
13.297659,11.776233
5.8930273,-18.671005
4.610792,10.688639
-4.7533045,14.261893
10.770045,9.924717
9.816992,14.696969
20.315588,-10.994946
10.659742,10.182419
8.860653,5.052553
14.025375,11.103006
-4.7535048,14.262001
-10.039838,5.187652
3.8647175,-12.307017
16.747524,-14.828038
14.489485,10.458424
5.6355286,-12.495803
13.64275,9.64674
3.7262816,10.251854
13.5928135,9.61464
-10.095804,5.347751
-0.01163179,12.51699
0.622941,13.915692
-5.9520655,-2.6928968
-5.953103,-2.7054408
15.903159,-2.670617
13.83653,19.923239
11.192487,14.263209
-4.7535276,14.26203
5.9999824,-5.0231867
0.7091029,12.712947
14.580108,-3.2167647
-10.449627,1.8375527
14.538636,10.461886
9.135029,4.710225
5.306489,-18.70028
7.8391266,6.320439
11.605745,12.9345875
19.719685,-9.7086315
0.8560929,18.573061
21.446404,12.065352
14.452682,10.776354
3.5640755,9.936933
-0.031999215,12.6668825
12.509334,11.741787
-6.08796,-2.8598673
11.220697,14.212069
10.494032,4.21545
-4.753585,14.262029
3.4871106,8.908106
14.405951,10.38201
16.002779,12.968809
8.984204,0.51357687
0.67146987,14.352253
-6.549383,4.4195266
10.75041,9.795842
7.4337177,5.8779163
0.16581304,8.190664
8.796148,5.12281
11.9914255,12.875325
5.4802814,-18.103275
13.576103,9.623178
11.747844,9.617876
12.543382,11.737708
11.52645,12.832315
3.7142699,10.28394
11.431251,-12.323926
12.039011,12.842904
12.525526,11.136809
-8.08969,4.8307996
-0.09523057,12.499219
9.802743,4.2082562
1.11874,8.679171
14.0245495,11.119938
-8.0114355,4.904163
20.23116,1.2172904
-5.3758383,-3.284702
19.263378,-8.894845
9.914225,14.856925
-6.648552,4.3755817
-1.3755645,3.0203068
3.3843534,9.043042
9.121694,4.7237673
3.605674,10.378013
-9.493845,-3.3045304
-1.5839317,2.5041766
3.9320588,12.433536
-6.633047,4.3781276
13.657111,9.64906
0.43367708,18.652529
-1.6059483,3.3581324
22.742678,0.818835
6.808042,-5.567887
12.728038,9.982707
0.9049948,18.592276
15.19863,10.311103
3.5889707,9.981477
-1.2172482,3.3350112
5.8652034,-18.668161
5.1146746,-19.130371
13.769289,9.9935255
3.2789795,10.434524
13.393074,9.834638
7.517837,6.787953
-6.2659492,4.9120855
-5.991923,1.4108407
10.501903,4.643326
12.886259,12.052013
12.018407,14.543332
-5.887232,1.3083504
14.456837,10.409622
-9.409943,5.2261086
17.653952,-4.6333985
10.119043,4.146887
10.519593,4.3015103
1.04324,14.223181
-1.4455215,2.4575121
11.869268,9.964858
0.6679872,14.252709
7.2177243,6.3776736
9.170483,4.679541
10.39779,4.23178
14.74145,10.556329
3.926787,12.442781
13.46823,9.755216
-0.29614964,18.98995
12.4868555,-12.210642
8.784626,5.7917786
13.834552,19.925512
-9.659753,0.3925553
8.959124,4.940006
13.280251,-12.371382
10.091105,4.213089
-10.042829,5.4224844
3.8804681,10.284973
3.6151526,9.855648
10.769763,-8.313873
10.490474,4.2994294
0.9356775,18.61812
2.5731478,17.788721
13.824211,19.93562
13.6282215,9.633521
6.898856,10.580302
-1.146555,-0.87418985
6.918274,10.607016
6.91978,10.606629
6.9164577,10.609505
7.4379063,6.9033194
10.707811,10.168228
12.484978,-12.232526
11.215115,-17.4145
5.058766,-6.9710445
3.0531778,19.956535
16.731472,-14.812112
-7.09295,4.6762967
12.484288,11.133865
3.3864136,9.039313
22.747623,0.8144042
-6.031418,-2.6842854
14.436179,10.813703
11.615667,12.922152
14.351811,10.836068
13.290214,11.773134
3.9239376,12.439613
-4.7537274,14.262015
5.253744,-18.856823
14.685862,10.522138
13.988056,11.15362
10.77302,-8.327947
13.265517,11.815378
2.0425406,-17.591879
0.26363343,8.257793
-5.71299,-3.8183985
4.601899,10.675899
11.534546,12.829788
11.0015545,13.8927555
1.5047095,8.21072
5.6943593,-12.578878
3.5217407,10.344727
12.037729,14.554696
14.433987,10.793585
1.2930907,8.356447
14.527654,10.396449
10.700496,15.42602
12.065814,12.8161545
-0.54730594,19.11858
3.9249918,12.441344
13.831971,19.928644
16.72783,-14.808537
13.6004925,9.829369
5.104558,-0.3299301
13.525042,9.708787
12.768361,9.976681
9.190393,4.6530404
3.5683846,9.951302
10.062713,14.979507
-6.4585233,4.600832
7.247066,6.3886356
16.676908,-14.757165
3.8884249,9.935296
19.892307,-10.973185
-10.124075,5.190478
-8.250729,4.9098825
9.835892,14.75719
-9.507357,-3.3185744
2.9490533,7.811547
-0.09813411,12.6437645
-9.529958,-3.3438337
11.944782,14.492227
19.77881,-11.524474
10.95005,15.357988
2.5626168,17.79776
-1.0470678,2.5477731
20.229801,1.2165256
12.192605,-12.15075
10.687492,10.179359
10.808444,15.477927
6.794972,-5.597824
9.790188,14.688487
13.634314,9.6036825
14.460365,10.392442
5.8771706,6.473832
-1.085389,2.540165
5.4867744,-18.174435
7.5225863,7.069052
-4.7536707,14.262029
20.716734,-11.40877
-0.18527696,12.625277
9.840839,4.182754
11.655626,14.443007
11.6815605,-12.4677925
5.7574887,-18.594498
20.201223,-11.945419
-9.544211,-3.3570464
5.8715096,-18.659698
0.63851494,14.348535
10.770666,-8.319293
14.4851055,10.749947
7.0297465,-10.651092
4.3509946,10.490844
6.078263,-12.029999
1.0983351,8.695566
20.79268,-11.508237
10.780323,10.131606
0.29692078,8.273851
-0.122956105,12.495439
13.2846,11.787809
12.039442,14.553126
1.4897914,14.110726
-10.347988,1.7352594
10.773074,-8.329462
-1.5403868,2.5443463
0.11673058,12.495663
0.7073444,12.702161
14.616637,10.497764
12.0162525,12.873561
3.9067695,9.984311
14.346723,10.342578
5.4967866,-18.107954
14.005071,11.139055
6.1426315,-10.938111
12.030899,14.545101
-1.1556715,-13.388376
10.64381,-16.543436
21.444563,12.071325
-8.127088,4.900934
-0.3521732,19.46733
5.4956765,-7.197781
1.4630086,14.127287
20.82274,-11.547732
6.081231,-12.009297
2.0245135,-17.573854
-9.83872,0.60928535
-6.582697,4.433503
22.092228,10.721274
5.3830667,-18.621574
-1.1438266,-0.86400336
20.258924,-11.935569
7.1168814,6.6953526
20.22603,1.2235599
22.760433,0.8135584
19.755842,-11.467081
14.702894,10.550061
14.017346,11.109254
2.0521863,-17.60154
27.16799,12.698093
-2.0075724,2.8008356
3.617347,9.447936
4.1995087,10.446399
0.4818171,14.1520815
-1.158926,-13.392321
10.913847,-0.18290113
20.240488,-11.915316
13.651707,9.6354885
19.990278,-11.68994
12.038885,14.550529
11.988596,12.851482
-7.901482,4.916952
-8.047752,4.8587093
-5.2777705,-3.9125462
-6.339063,4.9243426
22.093647,10.72369
20.207272,-11.939101
0.14065996,12.407253
6.8213687,-5.5718
3.5642786,9.961133
20.22214,1.2175142
-6.8318477,5.11822
-9.648513,-3.4631784
6.8163595,-5.5707436
-0.31599128,19.489624
4.617979,10.729835
21.445766,12.068011
0.7260524,12.710962
5.519357,-7.2239213
10.993639,13.792913
9.825435,14.716587
3.914404,10.004462
10.041376,14.953203
-1.9657393,2.7644055
-7.127305,5.0263786
22.760798,0.8133839
-6.2118444,4.9013414
-1.9329711,2.7384822
6.9171753,10.605358
6.918262,10.605298
2.055106,-17.604443
6.9214973,10.601845
5.0471435,-7.020988
8.821396,5.0522532
14.328033,10.8713455
10.954813,9.853092
11.230992,10.037095
14.605479,10.521114
14.573649,10.500411
11.790542,9.640482
14.0439415,11.072761
12.476343,11.1416025
9.966111,14.913507
19.819836,-10.630451
0.12070959,8.149447
11.597468,12.9287195
12.664831,-4.156959
-5.9742403,1.393508
27.178751,12.70685
8.726583,5.8183203
13.416582,11.558149
0.14663209,8.176652
17.654772,-4.649364
1.345622,18.912073
17.138739,4.3799734
-1.9721079,2.793676
-5.374687,-3.3037827
-8.061154,4.8436503
21.555054,11.345908
-9.504794,4.3874674
11.528078,9.443502
10.748385,15.475404
0.0906419,12.936188
3.5434058,10.363741
14.169044,11.013333
-9.441166,4.318567
4.636841,10.745294
-5.075856,-4.0540934
10.9251795,-16.976267
5.146431,-0.34331483
10.781753,15.473929
-5.991439,1.410806
14.355983,10.865814
16.0215,12.987557
13.632993,9.622525
6.891267,10.635119
20.221521,1.216105
11.611468,12.891567
10.503582,4.2317266
13.277048,-12.361674
0.049488172,12.478841
8.773983,5.0865326
20.34445,-10.995444
11.104023,-0.08918174
17.15817,4.374957
14.650157,10.542602
13.774864,9.947256
2.9724565,7.6997004
10.614619,-16.508167
9.1807165,4.6690803
13.286179,11.782318
8.962201,4.8908877
1.8213074,8.369379
7.5111856,5.8615074
5.900417,-18.666044
0.660503,14.270205
-0.37327567,13.528491
4.525427,10.499915
14.561898,10.510369
11.840241,9.704301
0.13150166,12.410085
13.523297,9.656133
12.550957,11.07311
5.87335,-5.004851
17.122192,4.3634667
0.60170436,14.384873
11.661286,-12.437708
6.074572,-5.0377126
12.733238,9.982565
-9.74181,0.48836514
20.364145,-10.992794
-1.0730469,2.5667918
13.661265,9.918841
5.309962,-18.705996
20.19944,1.216211
3.5868723,9.9366865
12.490934,11.13766
12.734737,9.977641
2.210264,19.683126
12.512582,-12.216024
20.127645,-11.880693
3.7189472,10.286369
11.2266865,10.077009
12.560176,11.125803
11.51456,12.85751
7.684392,6.224407
10.507368,4.25859
10.875387,15.416413
20.150663,-11.918159
-4.919327,-3.9412522
9.172635,4.6751137
13.4987335,9.707015
12.504849,-12.21562
16.040041,13.00744
11.773832,9.662527
9.865222,14.793398
8.957003,4.9417195
8.862043,0.7136814
4.4145393,10.541312
13.564254,9.782831
-1.2854047,3.3997386
13.273015,-12.355479
13.272137,11.797374
10.178378,4.1866736
22.75871,0.816022
-0.27560169,13.391667
21.5671,11.371047
1.0381446,14.223887
5.9188666,-18.66092
14.487502,10.418139
13.27255,-12.356293
-6.5150986,4.4947953
5.471944,-18.11588
5.5334625,-7.2200227
12.057827,12.827197
-1.8632241,2.714375
-8.641344,5.0334954
20.209162,1.2167165
10.644794,-16.544266
5.380981,-6.717562
5.093012,-7.045011
9.889901,4.1552796
11.133512,13.894652
4.305436,-5.102587
10.751318,15.362752
1.1541287,8.632308
27.195868,12.724374
-7.0739336,5.0380626
5.325163,-6.6985135
11.6536455,-12.42393
11.115318,10.089111
21.607498,11.392479
0.3059634,8.277617
-5.992749,1.4120771
6.072264,-5.037545
13.510819,11.466987
1.3695655,14.152962
3.478548,8.783871
10.259894,4.1886115
2.645439,-7.6227384
10.916799,15.384625
7.433762,5.928794
15.126811,10.39219
21.956577,10.913944
14.374538,10.36096
9.914781,4.1596413
-1.5483987,2.512482
13.391383,11.595547
1.4749689,8.223663
0.5909231,14.151731
0.28883067,12.837357
-10.438336,1.8262749
-5.989533,1.4088663
27.222448,12.7510805
19.843117,-8.414212
11.954468,10.017736
13.653022,9.905346
6.91934,10.606303
0.68650836,12.635768
8.874499,0.69859886
5.262134,-0.35703412
-1.1286813,-0.84872997
17.131254,4.3778462
27.197067,12.725532
-6.24357,4.887746
3.737908,10.170823
12.962158,12.003899
3.9209828,12.436805
-6.029035,-2.7158053
-0.36660638,19.479795
-1.783033,2.679508
-9.653756,-3.4684968
-9.290746,5.1818113
11.52133,12.813076
21.575403,11.384314
-0.22390264,12.612172
0.15931875,12.610591
5.883218,-18.678604
11.65681,-12.419449
14.357778,10.8490505
13.295286,11.777578
8.822713,5.024393
19.802563,-10.359605
16.651905,-14.732312
20.7747,-11.459542
-5.864329,-2.7630646
-9.340312,4.1872497
0.2614905,18.767044
27.183126,12.710142
-9.557048,-3.3692749
3.0744715,19.9648
-0.63886285,19.26279
4.1402555,0.9091824
10.770096,-8.314468
0.6254884,14.358343
7.222007,6.367205
1.0359712,8.345279
7.503263,6.410982
-9.302284,5.167567
-6.6334844,5.0591803
0.5330269,14.244005
10.700745,10.210562
20.197609,1.2148545
-5.3507967,-3.306886
13.253714,11.824191
27.182793,12.709767
11.93558,10.013542
4.5093274,10.649587
12.517291,-11.984968
21.553057,11.342295
10.823876,15.469732
13.796538,19.960556
4.2849708,-5.120575
5.6554523,-12.631172
-10.120432,5.2208242
5.674839,-12.618279
11.199924,14.283547
27.141722,12.664076
10.124201,15.003069
3.2889426,10.4227495
16.623707,-14.703655
2.27404,19.70183
0.13852213,18.83951
15.204766,10.309769
0.9346996,18.614662
7.5273914,6.372174
12.180733,12.723382
3.8757706,10.257072
16.663605,-14.744166
7.4243054,5.983603
0.15585166,12.881222
10.967258,13.773115
2.0754457,-17.623562
16.012724,12.9786415
8.842328,5.0670567
11.211556,14.231802
-0.5073629,19.069944
10.495377,4.3282123
1.5480896,14.068031
4.907862,-6.9710007
0.6901334,12.6901245
22.784342,0.8040475
10.138951,14.969979
12.047273,14.559345
11.683912,-12.426806
17.65364,-4.6344547
9.962676,4.1783056
3.5329204,9.88396
10.912989,15.39307
9.9195795,4.1635885
10.060269,14.971983
10.514342,14.266917
6.0724053,-5.0355086
-6.223641,4.8846903
27.14983,12.675783
13.780255,11.302815
-9.9335,0.7315842
5.26274,-18.916744
13.807915,19.949354
17.655119,-4.6281123
-9.6596575,0.3892018
10.831557,15.502916
9.931934,4.1533446
13.375776,11.628813
12.000152,12.866187
-5.5757523,-3.07262
2.7142415,-7.62234
15.136936,10.335893
8.806128,5.31595
1.280976,8.579907
-5.877142,1.2982066
3.0747943,19.965109
5.4772406,-18.21612
5.1000323,-7.0642014
9.9845705,14.907195
-7.5340476,4.9214272
-9.289508,5.1813626
-5.6530747,-2.9699361
20.165745,1.2144626
0.57735133,14.353377
11.910629,10.005945
-2.0642223,2.8809433
15.223774,10.297584
0.30841503,12.823196
17.655617,-4.647039
5.6736307,-12.615379
0.15040651,12.415517
13.854304,10.028054
-5.3665066,-3.2930942
3.9409873,12.422736
12.775023,9.980316
20.369944,-11.005263
8.757436,5.1460447
13.818876,19.939688
11.677516,-12.418945
21.660938,11.235911
-7.0834684,5.021665
13.804346,19.952454
7.15062,7.307707
6.0870934,-12.004527
12.577237,11.078461
-5.7520494,-2.8618903
12.592614,11.041953
12.496951,11.130104
10.755679,9.805804
27.132093,12.6539755
13.410453,11.607246
11.226488,10.084554
20.15876,1.2152747
12.590521,11.05532
12.581142,11.082058
9.396384,4.504546
12.54948,-12.218621
4.90544,-6.968608
-10.101897,5.2101307
11.265742,14.510761
3.6682663,8.6128235
-9.303711,5.18109
13.471944,9.713918
3.9188464,12.425634
5.5151453,-7.2173667
13.272877,-12.35562
13.79587,19.959116
22.795124,0.78900826
6.1119204,-11.981981
27.082811,12.606485
0.4529989,14.103712
-1.8258055,2.712583
15.136925,10.387735
3.8924217,8.331703
5.6589165,-12.633984
-5.921056,-2.7157416
-10.42049,1.8086445
27.041096,12.562651
3.540506,9.883888
2.2209778,19.695086
20.384615,-11.0224905
-8.043477,4.912136
-5.3083777,-3.9122124
-6.0390253,-2.6942883
3.8584223,8.35371
-9.996666,5.4410806
3.8502898,10.294352
9.989477,4.124126
2.9051955,7.4925394
27.023476,12.546497
8.9669075,0.50049907
13.7895775,19.963865
12.56942,-12.205903
5.0322714,-7.0003242
27.04089,12.563842
27.040258,12.562102
11.8569145,9.982278
27.039032,12.54489
16.634966,-14.715105
10.047796,14.942207
6.9213777,10.58654
27.03818,12.55981
27.038385,12.561486
27.03987,12.573156
2.5928078,17.76946
6.9171243,10.597033
22.087162,10.727767
20.79685,-11.45555
20.231394,-11.851462
8.871115,0.676245
27.026281,12.5505085
3.0612786,19.958956
11.216632,-17.416422
27.048374,12.550438
5.2747536,-0.35527745
-1.1414411,-0.86073405
6.9013233,10.563784
-0.36276904,13.274364
-1.20903,-0.9230922
10.037633,-0.22795029
17.152441,4.382604
17.524248,4.341244
12.605686,-4.252867
4.134603,0.9151789
-1.262942,-10.94329
5.1312175,-7.061499
6.1221633,-11.983429
13.268875,-12.35136
6.950669,10.559107
27.036995,12.558959
2.6810267,-7.590779
5.662217,-12.62441
27.023743,12.581134
27.038042,12.561402
2.0072231,7.689602
3.5926118,9.871969
20.934969,-9.964399
13.266591,10.353982
20.132282,1.2134894
13.767531,19.985834
11.123159,13.962034
5.340268,-6.7143254
-9.425994,4.3256865
22.813974,0.79281795
-0.021979485,12.849
26.927181,12.034664
20.024157,-11.739516
12.577817,-12.197289
20.072212,-10.974737
12.578483,-12.197198
13.791356,19.962938
8.859918,0.7493728
-0.12772349,12.556467
12.506117,11.125277
2.563977,17.796358
22.825916,0.7799013
5.0458617,-6.9923058
22.788387,0.80701005
26.927216,12.035289
6.100142,-11.991796
11.212881,-17.411125
20.112286,1.2121034
-1.1739105,3.2869706
10.090861,15.00384
6.134243,-11.955721
11.5890255,12.9322605
12.5872555,11.635309
11.627114,9.470863
0.32532752,18.7055
13.371224,11.620731
21.80069,11.094983
7.519591,5.8371534
19.659357,-9.314008
3.5961654,10.358762
7.752612,6.910549
8.981726,4.8835554
-0.04742596,18.5305
16.706377,-14.786977
26.910381,11.979091
11.107787,13.906499
26.912216,11.976358
-10.436589,1.82463
3.8727229,8.349093
5.3534374,-18.841576
-9.635377,5.2764325
-10.065551,5.4428782
19.823067,-7.8912706
20.815014,-11.583122
13.264284,-12.349879
0.14822897,8.174157
22.818426,0.7927205
1.5375695,8.445089
26.91039,11.978806
-0.3564026,13.298579
1.5280606,8.138082
13.256509,11.828614
-1.9802831,2.8043034
12.545785,6.4174876
2.9060113,7.4799824
12.519219,11.747021
-4.9264593,-3.8975987
15.086437,10.4089985
10.7254715,15.476727
3.7064729,10.23772
13.535569,9.653548
-4.903164,-3.942193
3.647019,8.706306
0.3147491,12.777821
10.516629,-7.525165
13.404972,9.794676
1.3592088,18.919325
10.806069,9.743429
0.7984777,8.318821
6.0068865,7.261036
6.719736,0.411989
-6.847329,5.119522
-0.6035881,19.177385
0.39059052,14.034294
0.58083576,14.344807
10.9681425,13.79583
26.90245,11.959083
-9.643034,5.335773
17.202103,4.389225
0.0009900422,18.51287
5.300562,-18.825857
-9.595859,5.280176
3.020849,19.930967
6.5179157,7.0555887
5.641196,-18.649185
11.378566,9.479402
19.79789,-10.362633
10.710865,15.430921
11.20777,-17.412066
5.299072,-18.871479
10.5798645,-16.462353
5.8939147,-18.67011
10.836995,15.448578
10.793081,9.756372
10.995629,9.760219
1.578117,14.068599
3.663698,8.693245
20.084215,1.2124597
26.880167,11.919784
-9.661814,0.39429694
5.626967,-12.675
8.855137,5.004231
-9.3254795,5.1915574
10.074394,14.985369
26.8863,11.926792
22.839397,0.77654666
-2.3075113,3.2255068
1.5028843,14.110352
-1.6758264,2.6225789
-10.399463,1.7896868
0.40819335,19.217709
3.9237144,12.440044
1.988067,8.374197
11.160854,10.083758
10.57352,-16.454006
20.225077,-11.917015
9.270758,4.594331
11.697541,-12.338531
10.078321,14.988076
-10.439721,1.8284506
8.017878,6.0901237
21.615969,11.444643
3.5882294,9.9563465
13.502235,9.663884
-0.6411999,19.278465
0.59628916,14.157884
10.768556,-8.30374
12.612331,11.011823
-1.2711934,2.78552
3.4599392,8.935278
12.500678,11.129153
-7.3189316,4.8019114
-7.0387177,5.033782
3.8392973,10.311645
10.568051,-16.447506
10.104588,4.180258
14.533253,10.460743
5.073404,-7.088774
9.893893,4.1678143
17.654358,-4.646864
-4.890593,-3.959523
2.114558,-17.664082
-0.41768706,19.058565
-7.420553,3.8976886
7.5720615,6.3094907
11.2463045,14.312858
11.410447,9.465116
10.091337,14.996926
3.894431,8.321556
13.76924,19.97833
20.05289,1.2114943
19.924389,-11.011472
-5.8848825,1.3061486
-9.44331,4.3301177
20.111311,-11.866727
11.379232,-12.287406
5.478988,-18.103498
20.052912,1.2117904
5.510057,-7.215251
0.2947107,12.863792
19.67122,-9.3518305
10.011833,-6.6951632
5.481986,-18.112068
15.998606,12.964553
13.268897,11.818843
7.490499,8.790085
19.875341,-7.825364
12.542456,11.757768
15.223401,10.304052
0.72103846,12.713309
11.619502,9.462006
-5.907228,1.3276558
2.569369,17.797346
17.652157,-4.652595
5.058553,-7.0310345
-5.9373283,1.3574393
5.9878125,7.277292
26.869776,11.891404
-6.565258,4.4061303
26.868092,11.885696
3.897738,9.923618
10.735514,10.098202
-9.612182,-3.4262729
12.582121,11.090706
17.649115,-4.6527677
22.98689,0.7332526
3.7674608,10.308464
1.1964449,8.673608
22.08628,10.729562
-7.8937383,4.928189
12.521305,11.740904
-1.879029,2.7228205
11.763321,9.632579
21.464188,12.042016
20.040968,1.2108804
3.2754393,10.407893
22.863604,0.77685064
12.545429,11.713618
5.270729,-0.3672982
11.644076,9.480346
-1.5828142,2.4983532
11.613232,-12.372471
-6.3937607,5.0112996
-9.88187,0.6581943
16.720884,-14.801473
